1, 0.0000, -16.0000, 16.0000
1777.7778, 452.5484, -452.5483, 14481.5479
0.0000, -1002.5203, -1511.6373, 8145.8721
0.0000, 0.7071, -0.7071, 22.6274
2, 0.1235, -15.9917, 16.0000
1774.2295, 466.1578, -452.6592, 14478.0000
7.7476, -1002.8607, -1511.3916, 8143.8774
-0.0055, 0.7069, -0.7073, 22.6219
3, 0.4874, -15.9672, 16.0000
1763.1545, 506.2164, -452.9073, 14470.0693
30.6222, -1003.2521, -1510.8414, 8139.4185
-0.0216, 0.7062, -0.7077, 22.6095
4, 1.0812, -15.9272, 16.0000
1743.0790, 571.4077, -453.0595, 14465.2070
68.0165, -1001.9221, -1510.5032, 8136.6797
-0.0478, 0.7047, -0.7079, 22.6019
5, 1.8949, -15.8724, 16.0000
1711.6210, 659.8923, -452.7583, 14474.8330
118.9251, -996.1478, -1511.1719, 8142.0957
-0.0838, 0.7018, -0.7074, 22.6169
6, 2.9039, -15.6972, 16.0000
1665.8906, 767.8773, -453.0644, 14465.0527
182.6774, -987.4896, -1510.4924, 8136.5908
-0.1285, 0.6945, -0.7079, 22.6016
7, 4.1053, -15.4582, 16.0000
1602.0784, 893.6232, -452.6326, 14478.8486
257.3981, -969.2048, -1511.4504, 8144.3540
-0.1815, 0.6833, -0.7072, 22.6232
8, 5.4459, -15.0082, 16.0000
1516.9603, 1031.3513, -453.0341, 14466.0254
342.5135, -943.9212, -1510.5601, 8137.1362
-0.2409, 0.6640, -0.7079, 22.6032
9, 6.9109, -14.3895, 16.0000
1406.8405, 1177.1239, -453.0713, 14464.8359
434.7792, -905.2731, -1510.4773, 8136.4688
-0.3058, 0.6367, -0.7079, 22.6013
10, 8.4559, -13.5475, 16.0000
1268.7244, 1324.8571, -452.9749, 14467.9082
531.5789, -851.6633, -1510.6912, 8138.2026
-0.3741, 0.5993, -0.7078, 22.6061
11, 10.0239, -12.4409, 16.0000
1100.6173, 1467.5275, -452.8783, 14470.9932
629.6791, -781.5132, -1510.9054, 8139.9351
-0.4433, 0.5502, -0.7076, 22.6109
12, 11.5483, -11.0436, 16.0000
901.8412, 1597.4064, -452.8469, 14472.0059
725.2640, -693.5701, -1510.9756, 8140.5024
-0.5107, 0.4884, -0.7076, 22.6125
13, 12.9542, -9.3441, 16.0000
673.3062, 1706.3417, -452.9359, 14469.1553
814.1198, -587.2430, -1510.7775, 8138.8979
-0.5730, 0.4133, -0.7077, 22.6081
14, 14.1708, -7.3544, 16.0000
417.6744, 1786.1692, -453.0363, 14465.9521
891.2706, -462.5525, -1510.5548, 8137.0972
-0.6269, 0.3254, -0.7079, 22.6030
15, 15.1258, -5.0994, 16.0000
139.6102, 1829.0216, -453.0827, 14464.4629
951.6786, -320.8401, -1510.4515, 8136.2622
-0.6693, 0.2256, -0.7079, 22.6007
16, 15.7535, -2.6211, 16.0000
-154.2152, 1827.8754, -452.9726, 14467.9883
990.3238, -164.7711, -1510.6965, 8138.2437
-0.6969, 0.1159, -0.7078, 22.6062
17, 15.9984, 0.0236, 16.0000
-455.1515, 1777.1077, -452.5705, 14480.8350
1002.5936, 1.4810, -1511.5879, 8145.4707
-0.7071, -0.0010, -0.7071, 22.6263
18, 15.7272, 2.7529, 16.0000
-751.8268, 1673.2067, -453.0245, 14466.3252
989.0734, 173.1297, -1510.5809, 8137.3057
-0.6958, -0.1218, -0.7079, 22.6036
19, 14.9986, 5.4740, 16.0000
-1034.1759, 1515.0388, -453.0248, 14466.3164
943.2545, 344.2557, -1510.5803, 8137.3037
-0.6636, -0.2422, -0.7079, 22.6036
20, 13.7904, 8.0922, 16.0000
-1289.9172, 1304.3284, -452.6992, 14476.7178
865.0829, 507.6330, -1511.3026, 8143.1489
-0.6097, -0.3577, -0.7073, 22.6199
21, 12.0542, 10.4657, 16.0000
-1506.8470, 1046.0586, -453.0646, 14465.0498
758.3120, 658.3854, -1510.4919, 8136.5859
-0.5333, -0.4631, -0.7079, 22.6016
22, 9.9079, 12.5424, 16.0000
-1675.4020, 747.0698, -452.7790, 14474.1738
621.9165, 787.2811, -1511.1261, 8141.7256
-0.4381, -0.5546, -0.7075, 22.6159
23, 7.3615, 14.1673, 16.0000
-1785.9636, 418.5571, -453.0338, 14466.0273
462.9904, 891.0347, -1510.5603, 8137.1387
-0.3257, -0.6268, -0.7079, 22.6032
24, 4.5394, 15.3158, 16.0000
-1832.9850, 71.6446, -452.9112, 14469.9648
285.2292, 962.3524, -1510.8333, 8139.3462
-0.2008, -0.6774, -0.7077, 22.6093
25, 1.5341, 15.8967, 16.0000
-1812.9882, -279.2694, -452.9639, 14468.2285
96.4341, 999.2684, -1510.7141, 8138.3838
-0.0679, -0.7032, -0.7078, 22.6066
26, -1.5341, 15.8967, 16.0000
-1726.1265, -620.8104, -452.9643, 14468.2393
-96.4336, 999.2686, -1510.7141, 8138.3823
0.0679, -0.7032, -0.7078, 22.6066
27, -4.5394, 15.3158, 16.0000
-1575.9917, -938.7314, -452.9111, 14469.9482
-285.2284, 962.3528, -1510.8331, 8139.3457
0.2008, -0.6774, -0.7077, 22.6093
28, -7.3614, 14.1673, 16.0000
-1369.0911, -1220.8376, -453.0341, 14466.0273
-462.9892, 891.0355, -1510.5601, 8137.1328
0.3257, -0.6268, -0.7079, 22.6032
29, -9.9079, 12.5424, 16.0000
-1114.6427, -1456.9346, -452.7788, 14474.1592
-621.9153, 787.2827, -1511.1261, 8141.7197
0.4381, -0.5546, -0.7075, 22.6159
30, -12.0541, 10.4657, 16.0000
-824.1847, -1638.7639, -453.0645, 14465.0430
-758.3115, 658.3861, -1510.4921, 8136.5859
0.5333, -0.4631, -0.7079, 22.6016
31, -13.7904, 8.0922, 16.0000
-509.5567, -1762.2457, -452.6994, 14476.7148
-865.0825, 507.6332, -1511.3026, 8143.1499
0.6097, -0.3577, -0.7073, 22.6199
32, -14.9986, 5.4740, 16.0000
-184.8341, -1825.0208, -453.0248, 14466.3154
-943.2542, 344.2572, -1510.5807, 8137.3042
0.6636, -0.2422, -0.7079, 22.6036
33, -15.7272, 2.7529, 16.0000
138.7733, -1829.0996, -453.0245, 14466.3184
-989.0732, 173.1308, -1510.5809, 8137.3037
0.6958, -0.1218, -0.7079, 22.6036
34, -15.9984, 0.0237, 16.0000
449.8973, -1778.4449, -452.5706, 14480.8340
-1002.5935, 1.4822, -1511.5879, 8145.4707
0.7071, -0.0010, -0.7071, 22.6263
35, -15.7534, -2.6211, 16.0000
737.7701, -1679.4657, -452.9727, 14467.9775
-990.3241, -164.7710, -1510.6962, 8138.2393
0.6969, 0.1159, -0.7078, 22.6062
36, -15.1258, -5.0994, 16.0000
996.2642, -1540.2167, -453.0829, 14464.4600
-951.6787, -320.8404, -1510.4513, 8136.2593
0.6693, 0.2256, -0.7079, 22.6007
37, -14.1708, -7.3544, 16.0000
1220.1584, -1369.6957, -453.0363, 14465.9414
-891.2711, -462.5518, -1510.5551, 8137.0991
0.6269, 0.3254, -0.7079, 22.6030
38, -12.9542, -9.3442, 16.0000
1406.7336, -1177.3032, -452.9360, 14469.1504
-814.1195, -587.2435, -1510.7776, 8138.8999
0.5730, 0.4133, -0.7077, 22.6080
39, -11.5483, -11.0436, 16.0000
1555.5422, -972.2716, -452.8468, 14472.0039
-725.2639, -693.5699, -1510.9755, 8140.5024
0.5107, 0.4884, -0.7076, 22.6125
40, -10.0239, -12.4409, 16.0000
1668.0662, -763.2500, -452.8784, 14470.9961
-629.6791, -781.5133, -1510.9054, 8139.9321
0.4433, 0.5502, -0.7076, 22.6109
41, -8.4559, -13.5475, 16.0000
1747.5115, -557.7737, -452.9750, 14467.9072
-531.5791, -851.6633, -1510.6910, 8138.1973
0.3741, 0.5993, -0.7078, 22.6061
42, -6.9109, -14.3895, 16.0000
1798.2324, -362.1894, -453.0711, 14464.8350
-434.7792, -905.2730, -1510.4774, 8136.4697
0.3058, 0.6367, -0.7079, 22.6013
43, -5.4459, -15.0082, 16.0000
1825.3574, -181.4516, -453.0339, 14466.0244
-342.5142, -943.9208, -1510.5599, 8137.1387
0.2409, 0.6640, -0.7079, 22.6032
44, -4.1054, -15.4582, 16.0000
1834.3545, -19.0151, -452.6326, 14478.8516
-257.3992, -969.2042, -1511.4506, 8144.3579
0.1815, 0.6833, -0.7072, 22.6232
45, -2.9039, -15.6972, 16.0000
1830.3445, 121.1031, -453.0643, 14465.0547
-182.6772, -987.4893, -1510.4926, 8136.5947
0.1285, 0.6945, -0.7079, 22.6016
46, -1.8949, -15.8724, 16.0000
1818.8643, 238.4044, -452.7582, 14474.8330
-118.9257, -996.1477, -1511.1719, 8142.0952
0.0838, 0.7018, -0.7074, 22.6169
47, -1.0812, -15.9272, 16.0000
1804.3120, 330.5891, -453.0595, 14465.2090
-68.0167, -1001.9219, -1510.5033, 8136.6812
0.0478, 0.7047, -0.7079, 22.6019
48, -0.4874, -15.9672, 16.0000
1790.7458, 397.7410, -452.9073, 14470.0703
-30.6222, -1003.2521, -1510.8414, 8139.4180
0.0216, 0.7062, -0.7077, 22.6095
49, -0.1235, -15.9917, 16.0000
1781.2198, 438.6903, -452.6592, 14478.0000
-7.7475, -1002.8607, -1511.3916, 8143.8774
0.0055, 0.7069, -0.7073, 22.6219
50, 0.0000, -16.0000, 16.0000
1777.7778, 452.5484, -452.5483, 14481.5479
0.0000, -1002.5203, -1511.6373, 8145.8721
0.0000, 0.7071, -0.7071, 22.6274
