1, 0.0000, -16.0000, 18.0000
968.2150, 309.2858, -408.1979, 12296.1348
-56.7333, -284.0616, -914.2286, 11911.1279
0.1508, 0.7553, -0.6378, 23.5650
2, 0.0305, -15.9979, 18.0000
967.7479, 310.6190, -408.2932, 12289.0449
-56.3536, -284.3173, -914.1725, 11908.3311
0.1497, 0.7554, -0.6380, 23.5632
3, 0.1211, -15.9918, 18.0000
966.3472, 314.5863, -408.5733, 12268.1279
-55.2185, -285.0693, -914.0076, 11900.0381
0.1464, 0.7557, -0.6384, 23.5578
4, 0.2706, -15.9818, 18.0000
963.9948, 321.1466, -409.0262, 12234.1357
-53.3243, -286.2847, -913.7402, 11886.4102
0.1408, 0.7561, -0.6391, 23.5498
5, 0.4777, -15.9678, 18.0000
960.6502, 330.2646, -409.6340, 12188.1133
-50.6567, -287.9147, -913.3798, 11867.6582
0.1331, 0.7567, -0.6401, 23.5403
6, 0.7412, -15.9501, 18.0000
956.2505, 341.9089, -410.3738, 12131.3906
-47.1929, -289.8956, -912.9386, 11844.0117
0.1233, 0.7574, -0.6412, 23.5309
7, 1.0600, -15.9286, 18.0000
950.7116, 356.0493, -411.2176, 12065.5879
-42.9040, -292.1474, -912.4324, 11815.7461
0.1113, 0.7581, -0.6425, 23.5235
8, 1.4326, -15.9036, 18.0000
943.9286, 372.6517, -412.1322, 11992.5996
-37.7589, -294.5734, -911.8796, 11783.1592
0.0973, 0.7589, -0.6440, 23.5203
9, 1.8579, -15.8749, 18.0000
935.7781, 391.6740, -413.0790, 11914.6133
-31.7279, -297.0581, -911.3032, 11746.6289
0.0811, 0.7595, -0.6454, 23.5241
10, 2.3304, -15.8113, 18.0000
926.2359, 412.4172, -414.3943, 11821.4014
-24.9508, -300.1660, -910.4951, 11701.0518
0.0631, 0.7595, -0.6475, 23.5156
11, 2.8483, -15.7083, 18.0000
915.1589, 434.8260, -416.0939, 11713.4111
-17.3476, -303.8823, -909.4385, 11645.8457
0.0433, 0.7586, -0.6501, 23.4952
12, 3.4142, -15.5957, 18.0000
902.2557, 459.4816, -417.7735, 11605.3184
-8.7042, -307.3979, -908.3801, 11586.4844
0.0214, 0.7573, -0.6528, 23.4865
13, 4.0271, -15.4737, 18.0000
887.3284, 486.3093, -419.3746, 11500.3828
0.9993, -310.5218, -907.3581, 11523.4863
-0.0024, 0.7554, -0.6553, 23.4934
14, 4.6668, -15.2726, 18.0000
870.6349, 513.6873, -421.7154, 11373.1074
11.5500, -314.7106, -905.8407, 11444.7920
-0.0276, 0.7517, -0.6589, 23.4699
15, 5.3455, -15.0422, 18.0000
851.5984, 542.7881, -424.1282, 11246.8320
23.2807, -318.6190, -904.2474, 11359.2627
-0.0546, 0.7469, -0.6627, 23.4553
16, 6.0660, -14.7977, 18.0000
829.8685, 573.8136, -426.3564, 11131.6084
36.2348, -321.6429, -902.7493, 11270.1035
-0.0835, 0.7411, -0.6662, 23.4643
17, 6.7897, -14.4493, 18.0000
806.1149, 604.4921, -429.5250, 10992.7090
50.2886, -325.8232, -900.5742, 11160.9668
-0.1131, 0.7327, -0.6711, 23.4346
18, 7.5477, -14.0754, 18.0000
779.2123, 636.7529, -432.5476, 10867.1182
65.7347, -328.9241, -898.4495, 11046.2031
-0.1444, 0.7227, -0.6759, 23.4285
19, 8.3170, -13.6402, 18.0000
749.4443, 669.3914, -435.8576, 10742.9434
82.5098, -331.6350, -896.0658, 10919.3740
-0.1768, 0.7106, -0.6810, 23.4216
20, 9.0861, -13.1265, 18.0000
716.7173, 701.9571, -439.6545, 10615.8789
100.7874, -334.1522, -893.2568, 10776.5986
-0.2098, 0.6957, -0.6870, 23.4046
21, 9.8726, -12.5733, 18.0000
680.2150, 735.1865, -443.3192, 10508.0166
120.5089, -335.0629, -890.4684, 10625.8428
-0.2441, 0.6787, -0.6927, 23.4114
22, 10.6247, -11.9150, 18.0000
640.9413, 767.0500, -447.8303, 10390.5293
141.9425, -336.0544, -886.9291, 10452.5420
-0.2780, 0.6581, -0.6997, 23.3899
23, 11.3922, -11.2220, 18.0000
597.1066, 799.2974, -452.0077, 10303.5537
164.8231, -334.5257, -883.5437, 10272.0381
-0.3129, 0.6351, -0.7063, 23.4038
24, 12.0963, -10.4176, 18.0000
550.5623, 829.2172, -457.1692, 10207.7012
189.6320, -332.7877, -879.2130, 10065.1494
-0.3465, 0.6080, -0.7143, 23.3830
25, 12.8016, -9.5726, 18.0000
498.9637, 858.6761, -461.9894, 10148.0410
215.8107, -327.8652, -875.0164, 9849.0518
