1, 0.00000
2, 0.00483
3, 0.01925
4, 0.04320
5, 0.07659
6, 0.11935
7, 0.17139
8, 0.23265
9, 0.30304
10, 0.38249
11, 0.47091
12, 0.56823
13, 0.67438
14, 0.78927
15, 0.91282
16, 1.04497
17, 1.18563
18, 1.33472
19, 1.49216
20, 1.65789
21, 1.83181
22, 2.01386
23, 2.20395
24, 2.40201
25, 2.60796
26, 2.82173
27, 3.04322
28, 3.27237
29, 3.50910
30, 3.75333
31, 4.00499
32, 4.26399
33, 4.53025
34, 4.80371
35, 5.08428
36, 5.37189
37, 5.66645
38, 5.96789
39, 6.27613
40, 6.59109
41, 6.91270
42, 7.24088
43, 7.57555
44, 7.91663
45, 8.26405
46, 8.61772
47, 8.97757
48, 9.34353
49, 9.71550
50, 10.09343
51, 10.47723
52, 10.86681
53, 11.26211
54, 11.66304
55, 12.06953
56, 12.48150
57, 12.89887
58, 13.32157
59, 13.74951
60, 14.18263
61, 14.62083
62, 15.06405
63, 15.51220
64, 15.96521
65, 16.42300
66, 16.88550
67, 17.35262
68, 17.82429
69, 18.30042
70, 18.78094
71, 19.26579
72, 19.75487
73, 20.24810
74, 20.74542
75, 21.24674
76, 21.75198
77, 22.26107
78, 22.77394
79, 23.29049
80, 23.81066
81, 24.33437
82, 24.86153
83, 25.39208
84, 25.92593
85, 26.46300
86, 27.00322
87, 27.54652
88, 28.09280
89, 28.64200
90, 29.19404
91, 29.74884
92, 30.30632
93, 30.86640
94, 31.42901
95, 31.99407
96, 32.56150
97, 33.13121
98, 33.70316
99, 34.27723
100, 34.85336
101, 35.43148
102, 36.01150
103, 36.59335
104, 37.17694
105, 37.76221
106, 38.34907
107, 38.93745
108, 39.52726
109, 40.11844
110, 40.71089
111, 41.30456
112, 41.89934
113, 42.49518
114, 43.09199
115, 43.68970
116, 44.28822
117, 44.88747
118, 45.48739
119, 46.08790
120, 46.68890
121, 47.29034
122, 47.89212
123, 48.49418
124, 49.09643
125, 49.69880
126, 50.30120
127, 50.90357
128, 51.50582
129, 52.10788
130, 52.70967
131, 53.31110
132, 53.91210
133, 54.51261
134, 55.11253
135, 55.71179
136, 56.31030
137, 56.90801
138, 57.50481
139, 58.10065
140, 58.69544
141, 59.28911
142, 59.88156
143, 60.47274
144, 61.06256
145, 61.65092
146, 62.23780
147, 62.82306
148, 63.40665
149, 63.98850
150, 64.56852
151, 65.14664
152, 65.72277
153, 66.29684
154, 66.86878
155, 67.43850
156, 68.00594
157, 68.57099
158, 69.13359
159, 69.69369
160, 70.25116
161, 70.80596
162, 71.35800
163, 71.90720
164, 72.45349
165, 72.99678
166, 73.53699
167, 74.07408
168, 74.60793
169, 75.13847
170, 75.66563
171, 76.18933
172, 76.70951
173, 77.22606
174, 77.73892
175, 78.24802
176, 78.75327
177, 79.25458
178, 79.75190
179, 80.24514
180, 80.73421
181, 81.21906
182, 81.69958
183, 82.17571
184, 82.64738
185, 83.11449
186, 83.57700
187, 84.03479
188, 84.48781
189, 84.93594
190, 85.37917
191, 85.81738
192, 86.25050
193, 86.67842
194, 87.10114
195, 87.51849
196, 87.93047
197, 88.33696
198, 88.73789
199, 89.13319
200, 89.52278
201, 89.90658
202, 90.28450
203, 90.65648
204, 91.02243
205, 91.38229
206, 91.73596
207, 92.08337
208, 92.42445
209, 92.75912
210, 93.08730
211, 93.40891
212, 93.72386
213, 94.03213
214, 94.33356
215, 94.62812
216, 94.91571
217, 95.19629
218, 95.46976
219, 95.73601
220, 95.99501
221, 96.24667
222, 96.49089
223, 96.72762
224, 96.95679
225, 97.17827
226, 97.39203
227, 97.59799
228, 97.79604
229, 97.98615
230, 98.16818
231, 98.34212
232, 98.50784
233, 98.66527
234, 98.81438
235, 98.95502
236, 99.08717
237, 99.21074
238, 99.32564
239, 99.43178
240, 99.52910
241, 99.61752
242, 99.69696
243, 99.76733
244, 99.82861
245, 99.88066
246, 99.92340
247, 99.95682
248, 99.98076
249, 99.99518
250, 100.00000
